Year,Series,Ministry,Department,Value
2021,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,28
2021,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,26
2021,Original Budget,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,2
2021,Original Budget,"Ministry of Youth, Justice and Community Services",Prime Ministers Ministry,1246
2021,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Communications and Digital Transformation,1
2021,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Strategic Policy Cordination & Corporate Services,120
2021,Original Budget,"Ministry of Youth, Justice and Community Services",PMO Corporate Service Unit,336
2021,Original Budget,"Ministry of Youth, Justice and Community Services",Vanuatu Project Management Unit,790
2022,Original Budget,Constitutional Agencies,Electoral Office,6
2022,Original Budget,Constitutional Agencies,Judiciary,3
2022,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,3
2022,Original Budget,Constitutional Agencies,Public Prosecutor,11
2022,Original Budget,Constitutional Agencies,Public Service Commission,0
2022,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,4
2022,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,6
2022,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,6
2022,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",MALFFB Coporate Services,1
2022,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,39
2022,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,135
2022,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,18
2022,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,57
2022,Original Budget,Ministry of Education & Training,Education Service Directorate,1062
2022,Original Budget,Ministry of Education & Training,Finance & Administration Directorate,0
2022,Original Budget,Ministry of Education & Training,Tertiary Education Directorate,41
2022,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,21
2022,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,38
2022,Original Budget,Ministry of Finance and Economic Management,MCA Vanuatu Program Management,-141
2022,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,-21
2022,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,10
2022,Original Budget,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,30
2022,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,232
2022,Original Budget,Ministry of Health,Department of Health,1175
2022,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,4089
2022,Original Budget,Ministry of Internal Affairs,Civil Registry Office,21
2022,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,2
2022,Original Budget,Ministry of Internal Affairs,Department of Urban Affairs and Planning,29
2022,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,208
2022,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,1
2022,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,19
2022,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,0
2022,Original Budget,"Ministry of Youth, Justice and Community Services",Correctional Services,3
2022,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,13
2022,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,5
2022,Original Budget,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,14
2022,Original Budget,"Ministry of Youth, Justice and Community Services",Prime Ministers Ministry,535
2022,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Strategic Policy Cordination & Corporate Services,186
2022,Original Budget,"Ministry of Youth, Justice and Community Services",PMO Corporate Service Unit,-160
2022,Original Budget,"Ministry of Youth, Justice and Community Services",Vanuatu Project Management Unit,510
2023,Original Budget,Constitutional Agencies,Judiciary,21
2023,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,25
2023,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,7
2023,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,1
2023,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,1
2023,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",MALFFB Coporate Services,0
2023,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,65
2023,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,35
2023,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,67
2023,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,101
2023,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,104
2023,Original Budget,Ministry of Education & Training,Education Commissions and Councils,6
2023,Original Budget,Ministry of Education & Training,Education Service Directorate,523
2023,Original Budget,Ministry of Education & Training,Finance & Administration Directorate,40
2023,Original Budget,Ministry of Education & Training,Tertiary Education Directorate,205
2023,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,919
2023,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,111
2023,Original Budget,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,42
2023,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",3
2023,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,81
2023,Original Budget,Ministry of Health,Department of Health,595
2023,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,2983
2023,Original Budget,Ministry of Internal Affairs,Civil Registry Office,59
2023,Original Budget,Ministry of Internal Affairs,Department of Labour,13
2023,Original Budget,Ministry of Internal Affairs,Department of Urban Affairs and Planning,89
2023,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,14
2023,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,342
2023,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,441
2023,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Industry,9
2023,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,127
2023,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Womens Affairs,20
2023,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Youth and Sport,9
2023,Original Budget,"Ministry of Youth, Justice and Community Services",Ministry of Justice & Social Welfare Corporate Service Unit,4
2023,Original Budget,"Ministry of Youth, Justice and Community Services",Prime Ministers Ministry,2475
2023,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Communications and Digital Transformation,1
2023,Original Budget,"Ministry of Youth, Justice and Community Services",Department of Strategic Policy Cordination & Corporate Services,85
2023,Original Budget,"Ministry of Youth, Justice and Community Services",PMO Corporate Service Unit,837
2023,Original Budget,"Ministry of Youth, Justice and Community Services",Vanuatu Project Management Unit,1552
2024,Original Budget,Constitutional Agencies,Electoral Office,20
2024,Original Budget,Constitutional Agencies,Judiciary,14
2024,Original Budget,Constitutional Agencies,Public Service Commission,1
2024,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Agriculture,41
2024,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Biosecurity,7
2024,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Department of Forestry,-1
2024,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",Livestock,1
2024,Original Budget,"Ministry of Agriculture, Livestock, Forestry and Biosecurity",MALFFB Coporate Services,5
2024,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Department of Climate Change,404
2024,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,35
2024,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,26
2024,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",MoCC Coporate Service Unit,325
2024,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,2
2024,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,84
2024,Original Budget,Ministry of Education & Training,Education Service Directorate,316
2024,Original Budget,Ministry of Education & Training,Finance & Administration Directorate,-10
2024,Original Budget,Ministry of Education & Training,Tertiary Education Directorate,13
2024,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,-3
2024,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,29
2024,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,-31
2024,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,36
2024,Original Budget,"Ministry of Fisheries, Oceans and Maritime Affairs",Department of Fisheries,35
2024,Original Budget,"Ministry of Fisheries, Oceans and Maritime Affairs",Vanuatu Maritime Safety Authority,3
